reported_name,reported_name_fixed,scientificName,kingdom,phylum,class,order,family,db,db_code,ObservationType,Source,Field,DispersalDistance,Code,Database,Unit,Sex,Study duration (days),Comments
Chrosomus eos,Chrosomus eos,Chrosomus eos,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2365385,mark-release-recapture,Walker et al. 2013,Mean_dispersal_distance_(m),148.2,MeanDispersalDistance,Comte & Olden,m,NA,42,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Clinostomus funduloides,Clinostomus funduloides,Clinostomus funduloides,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2361174,mark-release-recapture,Hill & Grossman 1987,Mean_dispersal_distance_(m),19.3,MeanDispersalDistance,Comte & Olden,m,NA,102,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Clinostomus funduloides,Clinostomus funduloides,Clinostomus funduloides,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2361174,mark-release-recapture,Skalski & Gilliam 2000,Mean_dispersal_distance_(m),85,MeanDispersalDistance,Comte & Olden,m,NA,25,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Brown & Downhower 1982,Mean_dispersal_distance_(m),1.2,MeanDispersalDistance,Comte & Olden,m,NA,2,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,radio-tracking,Breen et al. 2009,Mean_dispersal_distance_(m),2.7,MeanDispersalDistance,Comte & Olden,m,NA,14,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Petty & Grossman 2004,Mean_dispersal_distance_(m),3.06,MeanDispersalDistance,Comte & Olden,m,NA,45,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,radio-tracking,Breen et al. 2009,Mean_dispersal_distance_(m),3.52,MeanDispersalDistance,Comte & Olden,m,NA,14,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Petty & Grossman 2004,Mean_dispersal_distance_(m),4.79,MeanDispersalDistance,Comte & Olden,m,NA,45,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Petty & Grossman 2004,Mean_dispersal_distance_(m),5.41,MeanDispersalDistance,Comte & Olden,m,NA,45,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,radio-tracking,Breen et al. 2009,Mean_dispersal_distance_(m),6.67,MeanDispersalDistance,Comte & Olden,m,NA,19.58,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,radio-tracking,Breen et al. 2009,Mean_dispersal_distance_(m),8.03,MeanDispersalDistance,Comte & Olden,m,NA,17.83,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Hill & Grossman 1987,Mean_dispersal_distance_(m),12.9,MeanDispersalDistance,Comte & Olden,m,NA,155,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Lamphere 2005,Mean_dispersal_distance_(m),23,MeanDispersalDistance,Comte & Olden,m,NA,730.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Hudy et al. 2009,Mean_dispersal_distance_(m),34.55,MeanDispersalDistance,Comte & Olden,m,NA,75,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,McCleave 1964,Mean_dispersal_distance_(m),64.47,MeanDispersalDistance,Comte & Olden,m,NA,83.18,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus bairdii,Cottus bairdii,Cottus bairdii,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334131,mark-release-recapture,Hudy et al. 2009,Mean_dispersal_distance_(m),74.93,MeanDispersalDistance,Comte & Olden,m,NA,367,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus cogtus,Cottus cogtus,Cottus cognatus,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334185,mark-release-recapture,Cunjak et al. 2005,Mean_dispersal_distance_(m),9.01,MeanDispersalDistance,Comte & Olden,m,NA,305,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2004,Mean_dispersal_distance_(m),5.78,MeanDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Downhower et al. 1990,Mean_dispersal_distance_(m),6.44,MeanDispersalDistance,Comte & Olden,m,NA,66.42,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2005,Mean_dispersal_distance_(m),14.04,MeanDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2004,Mean_dispersal_distance_(m),15.08,MeanDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2004,Mean_dispersal_distance_(m),18,MeanDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2005,Mean_dispersal_distance_(m),23.04,MeanDispersalDistance,Comte & Olden,m,NA,60,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Downhower et al. 1990,Mean_dispersal_distance_(m),25.1,MeanDispersalDistance,Comte & Olden,m,NA,42,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2005,Mean_dispersal_distance_(m),28.56,MeanDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Fischer & Kummer 2000,Mean_dispersal_distance_(m),37.47,MeanDispersalDistance,Comte & Olden,m,NA,91.25,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus gobio,Cottus gobio,Cottus gobio,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:7807208,mark-release-recapture,Knaepkens et al. 2004,Mean_dispersal_distance_(m),133,MeanDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus pollux,Cottus pollux,Cottus pollux,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334121,mark-release-recapture,Natsumeda 2007,Mean_dispersal_distance_(m),11.84,MeanDispersalDistance,Comte & Olden,m,NA,20,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus pollux,Cottus pollux,Cottus pollux,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334121,mark-release-recapture,Natsumeda 1999,Mean_dispersal_distance_(m),12,MeanDispersalDistance,Comte & Olden,m,NA,15,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus pollux,Cottus pollux,Cottus pollux,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334121,mark-release-recapture,Natsumeda 1999,Mean_dispersal_distance_(m),17,MeanDispersalDistance,Comte & Olden,m,NA,15,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus pollux,Cottus pollux,Cottus pollux,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334121,mark-release-recapture,Natsumeda 2007,Mean_dispersal_distance_(m),17.63,MeanDispersalDistance,Comte & Olden,m,NA,20,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus pollux,Cottus pollux,Cottus pollux,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334121,mark-release-recapture,Natsumeda 1999,Mean_dispersal_distance_(m),21,MeanDispersalDistance,Comte & Olden,m,NA,15,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus rhenus,Cottus rhenus,Cottus rhenanus,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334183,mark-release-recapture,Ovidio et al. 2009,Mean_dispersal_distance_(m),31.8,MeanDispersalDistance,Comte & Olden,m,NA,75.83,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cottus rhenus,Cottus rhenus,Cottus rhenanus,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,gbif,GBIF:2334183,radio-tracking,Ovidio et al. 2009,Mean_dispersal_distance_(m),322.4,MeanDispersalDistance,Comte & Olden,m,NA,1,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinella caerulea,Cyprinella caerulea,Cyprinella caerulea,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:5207694,mark-release-recapture,Johnston 2000,Mean_dispersal_distance_(m),43.13,MeanDispersalDistance,Comte & Olden,m,NA,84,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),21.19,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Brown et al. 2001,Mean_dispersal_distance_(m),29.4,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),42.38,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Crook 2004,Mean_dispersal_distance_(m),140.75,MeanDispersalDistance,Comte & Olden,m,NA,3.17,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),149.84,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),157.41,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Brown et al. 2001,Mean_dispersal_distance_(m),204.71,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),230.05,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),242.16,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),267.89,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Daniel et al. 2011,Mean_dispersal_distance_(m),298.6,MeanDispersalDistance,Comte & Olden,m,NA,1,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),345.08,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Jones & Stuart 2007,Mean_dispersal_distance_(m),367.5,MeanDispersalDistance,Comte & Olden,m,NA,2.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),526.7,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler 2010,Mean_dispersal_distance_(m),585.73,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Butler & Wahl 2010,Mean_dispersal_distance_(m),588.76,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Daniel et al. 2011,Mean_dispersal_distance_(m),2754.44,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,mark-release-recapture,Osborne et al. 2009,Mean_dispersal_distance_(m),4500,MeanDispersalDistance,Comte & Olden,m,NA,519,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,mark-release-recapture,Funk 1957,Mean_dispersal_distance_(m),21356.75,MeanDispersalDistance,Comte & Olden,m,NA,422.63,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Esox lucius,Esox lucius,Esox lucius,Animalia,Chordata,NA,Esociformes,Esocidae,gbif,GBIF:2346633,mark-release-recapture,Mann 1980,Mean_dispersal_distance_(m),37.67,MeanDispersalDistance,Comte & Olden,m,NA,365.12,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Esox lucius,Esox lucius,Esox lucius,Animalia,Chordata,NA,Esociformes,Esocidae,gbif,GBIF:2346633,radio-tracking,Vehanen et al. 2006,Mean_dispersal_distance_(m),65.3,MeanDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Esox lucius,Esox lucius,Esox lucius,Animalia,Chordata,NA,Esociformes,Esocidae,gbif,GBIF:2346633,mark-release-recapture,Penczak 2006,Mean_dispersal_distance_(m),78.74,MeanDispersalDistance,Comte & Olden,m,NA,68,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Esox lucius,Esox lucius,Esox lucius,Animalia,Chordata,NA,Esociformes,Esocidae,gbif,GBIF:2346633,radio-tracking,Koed et al. 2006,Mean_dispersal_distance_(m),134.39,MeanDispersalDistance,Comte & Olden,m,NA,3,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
