"X","SpeciesChecked","Taxa","Group","BodyLength","Database","Field","Unit","Code","Comment","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name","SpeciesChecked.1","spnameoriginal"
"4642","Amietia fuscigula","Amietia fuscigula","Anura","125","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Amietia","fuscigula","Amietia_fuscigula","vertebrate","ectotherme","yes","Amietia fuscigula","Amietia_fuscigula"
"4648","Amietia vertebralis","Amietia umbraculata","Anura","140","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Amietia","umbraculata","Amietia_umbraculata","vertebrate","ectotherme","yes","Amietia vertebralis","Amietia_umbraculata"
"4649","Amietia vandijki","Amietia vandijki","Anura","56","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Amietia","vandijki","Amietia_vandijki","vertebrate","ectotherme","yes","Amietia vandijki","Amietia_vandijki"
"4650","Amietia vertebralis","Amietia vertebralis","Anura","145","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Amietia","umbraculata","Amietia_umbraculata","vertebrate","ectotherme","yes","Amietia vertebralis","Amietia_umbraculata"
"4653","Anhydrophryne hewitti","Anhydrophryne hewitti","Anura","36","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Anhydrophryne","hewitti","Anhydrophryne_hewitti","vertebrate","ectotherme","yes","Anhydrophryne hewitti","Anhydrophryne_hewitti"
"4655","Anhydrophryne rattrayi","Anhydrophryne rattrayi","Anura","23","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Anhydrophryne","rattrayi","Anhydrophryne_rattrayi","vertebrate","ectotherme","yes","Anhydrophryne rattrayi","Anhydrophryne_rattrayi"
"4656","Arthroleptella bicolor","Arthroleptella bicolor","Anura","22","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Arthroleptella","bicolor","Arthroleptella_bicolor","vertebrate","ectotherme","yes","Arthroleptella bicolor","Arthroleptella_bicolor"
"4657","Arthroleptella drewesii","Arthroleptella drewesii","Anura","20","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Arthroleptella","drewesii","Arthroleptella_drewesii","vertebrate","ectotherme","yes","Arthroleptella drewesii","Arthroleptella_drewesii"
"4659","Arthroleptella lightfooti","Arthroleptella lightfooti","Anura","22","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Arthroleptella","lightfooti","Arthroleptella_lightfooti","vertebrate","ectotherme","yes","Arthroleptella lightfooti","Arthroleptella_lightfooti"
"4662","Arthroleptella villiersi","Arthroleptella villiersi","Anura","22","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Arthroleptella","villiersi","Arthroleptella_villiersi","vertebrate","ectotherme","yes","Arthroleptella villiersi","Arthroleptella_villiersi"
"4663","Cacosternum boettgeri","Cacosternum boettgeri","Anura","26","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","boettgeri","Cacosternum_boettgeri","vertebrate","ectotherme","yes","Cacosternum boettgeri","Cacosternum_boettgeri"
"4664","Cacosternum capense","Cacosternum capense","Anura","39","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","capense","Cacosternum_capense","vertebrate","ectotherme","yes","Cacosternum capense","Cacosternum_capense"
"4665","Cacosternum karooicum","Cacosternum karooicum","Anura","30.8","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","karooicum","Cacosternum_karooicum","vertebrate","ectotherme","yes","Cacosternum karooicum","Cacosternum_karooicum"
"4668","Cacosternum namaquense","Cacosternum namaquense","Anura","28.9","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","namaquense","Cacosternum_namaquense","vertebrate","ectotherme","yes","Cacosternum namaquense","Cacosternum_namaquense"
"4669","Cacosternum nanum","Cacosternum nanum","Anura","25","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","nanum","Cacosternum_nanum","vertebrate","ectotherme","yes","Cacosternum nanum","Cacosternum_nanum"
"4670","Cacosternum parvum","Cacosternum parvum","Anura","16.5","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","parvum","Cacosternum_parvum","vertebrate","ectotherme","yes","Cacosternum parvum","Cacosternum_parvum"
"4674","Cacosternum striatum","Cacosternum striatum","Anura","13.7","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Cacosternum","striatum","Cacosternum_striatum","vertebrate","ectotherme","yes","Cacosternum striatum","Cacosternum_striatum"
"4676","Microbatrachella capensis","Microbatrachella capensis","Anura","18","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Microbatrachella","capensis","Microbatrachella_capensis","vertebrate","ectotherme","yes","Microbatrachella capensis","Microbatrachella_capensis"
"4677","Natalobatrachus bonebergi","Natalobatrachus bonebergi","Anura","37","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Natalobatrachus","bonebergi","Natalobatrachus_bonebergi","vertebrate","ectotherme","yes","Natalobatrachus bonebergi","Natalobatrachus_bonebergi"
"4679","Poyntonia paludicola","Poyntonia paludicola","Anura","24","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Poyntonia","paludicola","Poyntonia_paludicola","vertebrate","ectotherme","yes","Poyntonia paludicola","Poyntonia_paludicola"
"4680","Strongylopus bonaespei","Strongylopus bonaespei","Anura","42","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Strongylopus","bonaespei","Strongylopus_bonaespei","vertebrate","ectotherme","yes","Strongylopus bonaespei","Strongylopus_bonaespei"
"4681","Strongylopus fasciatus","Strongylopus fasciatus","Anura","50","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Strongylopus","fasciatus","Strongylopus_fasciatus","vertebrate","ectotherme","yes","Strongylopus fasciatus","Strongylopus_fasciatus"
"4683","Strongylopus grayii","Strongylopus Grayii","Anura","64","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Strongylopus","grayii","Strongylopus_grayii","vertebrate","ectotherme","yes","Strongylopus grayii","Strongylopus_grayii"
"4688","Strongylopus springbokensis","Strongylopus springbokensis","Anura","64","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Strongylopus","springbokensis","Strongylopus_springbokensis","vertebrate","ectotherme","yes","Strongylopus springbokensis","Strongylopus_springbokensis"
"4689","Strongylopus wageri","Strongylopus wageri","Anura","49","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Strongylopus","wageri","Strongylopus_wageri","vertebrate","ectotherme","yes","Strongylopus wageri","Strongylopus_wageri"
"4690","Tomopterna cryptotis","Tomopterna cryptotis","Anura","64","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Tomopterna","cryptotis","Tomopterna_cryptotis","vertebrate","ectotherme","yes","Tomopterna cryptotis","Tomopterna_cryptotis"
"4692","Tomopterna delalandii","Tomopterna delalandii","Anura","41","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Tomopterna","delalandii","Tomopterna_delalandii","vertebrate","ectotherme","yes","Tomopterna delalandii","Tomopterna_delalandii"
"4693","Tomopterna krugerensis","Tomopterna krugerensis","Anura","48","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Tomopterna","krugerensis","Tomopterna_krugerensis","vertebrate","ectotherme","yes","Tomopterna krugerensis","Tomopterna_krugerensis"
"4695","Tomopterna marmorata","Tomopterna marmorata","Anura","50","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Tomopterna","marmorata","Tomopterna_marmorata","vertebrate","ectotherme","yes","Tomopterna marmorata","Tomopterna_marmorata"
"4698","Tomopterna natalensis","Tomopterna natalensis","Anura","37","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Tomopterna","natalensis","Tomopterna_natalensis","vertebrate","ectotherme","yes","Tomopterna natalensis","Tomopterna_natalensis"
"4703","Pyxicephalus adspersus","Pyxicephalus adspersus","Anura","236","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","adspersus","Pyxicephalus_adspersus","vertebrate","ectotherme","yes","Pyxicephalus adspersus","Pyxicephalus_adspersus"
"4704","Pyxicephalus edulis","Pyxicephalus edulis","Anura","140","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","edulis","Pyxicephalus_edulis","vertebrate","ectotherme","yes","Pyxicephalus edulis","Pyxicephalus_edulis"
"4984","Pelophylax lessonae","Pelophylax lessonae","Anura","120","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","esculentus","Pelophylax_esculentus","vertebrate","ectotherme","yes","Pelophylax lessonae","Pelophylax_esculentus"
"5041","Rana temporaria","Rana temporaria","Anura","110","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","temporaria","Rana_temporaria","vertebrate","ectotherme","yes","Rana temporaria","Rana_temporaria"
"5081","Chiromantis xerampelina","Chiromantis xerampelina","Anura","90","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Rhacophoridae","Chiromantis","xerampelina","Chiromantis_xerampelina","vertebrate","ectotherme","yes","Chiromantis xerampelina","Chiromantis_xerampelina"
"6401","Plethodon cylindraceus","Plethodon cylindraceus","Caudata","198","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","cylindraceus","Plethodon_cylindraceus","vertebrate","ectotherme","yes","Plethodon cylindraceus","Plethodon_cylindraceus"
"6412","Plethodon jordani","Plethodon jordani","Caudata","184","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","jordani","Plethodon_jordani","vertebrate","ectotherme","yes","Plethodon jordani","Plethodon_jordani"
"6418","Plethodon metcalfi","Plethodon metcalfi","Caudata","137","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","metcalfi","Plethodon_metcalfi","vertebrate","ectotherme","yes","Plethodon metcalfi","Plethodon_metcalfi"
"6435","Plethodon teyahalee","Plethodon teyahalee","Caudata","180","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","teyahalee","Plethodon_teyahalee","vertebrate","ectotherme","yes","Plethodon teyahalee","Plethodon_teyahalee"
"6444","Plethodon yonahlossee","Plethodon yonahlossee","Caudata","221","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","yonahlossee","Plethodon_yonahlossee","vertebrate","ectotherme","yes","Plethodon yonahlossee","Plethodon_yonahlossee"
"6516","Lissotriton helveticus","Lissotriton helveticus","Caudata","95","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","helveticus","Lissotriton_helveticus","vertebrate","ectotherme","yes","Lissotriton helveticus","Lissotriton_helveticus"
"6523","Lissotriton vulgaris","Lissotriton vulgaris","Caudata","110","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","vulgaris","Lissotriton_vulgaris","vertebrate","ectotherme","yes","Lissotriton vulgaris","Lissotriton_vulgaris"
"6555","Triturus cristatus","Triturus cristatus","Caudata","150","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","cristatus","Triturus_cristatus","vertebrate","ectotherme","yes","Triturus cristatus","Triturus_cristatus"
"3","Agalenatea redii","Agalenatea redii","Araneae","6.93","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Agalenatea","redii","Agalenatea_redii","other.animal","ectotherme","yes","Agalenatea redii","Agalenatea_redii"
"4","Araneus diadematus","Araneus diadematus","Araneae","11.88","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","diadematus","Araneus_diadematus","other.animal","ectotherme","yes","Araneus diadematus","Araneus_diadematus"
"6","Araneus quadratus","Araneus quadratus","Araneae","12.25","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","quadratus","Araneus_quadratus","other.animal","ectotherme","yes","Araneus quadratus","Araneus_quadratus"
"10","Araniella cucurbitina","Araniella cucurbitina","Araneae","5.5","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araniella","cucurbitina","Araniella_cucurbitina","other.animal","ectotherme","yes","Araniella cucurbitina","Araniella_cucurbitina"
"13","Cercidia prominens","Cercidia prominens","Araneae","5.38","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Cercidia","prominens","Cercidia_prominens","other.animal","ectotherme","yes","Cercidia prominens","Cercidia_prominens"
"20","Larinioides cornutus","Larinioides cornutus","Araneae","10.35","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Larinioides","cornutus","Larinioides_cornutus","other.animal","ectotherme","yes","Larinioides cornutus","Larinioides_cornutus"
"21","Mangora acalypha","Mangora acalypha","Araneae","4.5","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Mangora","acalypha","Mangora_acalypha","other.animal","ectotherme","yes","Mangora acalypha","Mangora_acalypha"
"22","Nuctenea umbratica","Nuctenea umbratica","Araneae","11.25","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Nuctenea","umbratica","Nuctenea_umbratica","other.animal","ectotherme","yes","Nuctenea umbratica","Nuctenea_umbratica"
"25","Clubiona diversa","Clubiona diversa","Araneae","4","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","diversa","Clubiona_diversa","other.animal","ectotherme","yes","Clubiona diversa","Clubiona_diversa"
"27","Clubiona neglecta","Clubiona neglecta","Araneae","6.25","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","neglecta","Clubiona_neglecta","other.animal","ectotherme","yes","Clubiona neglecta","Clubiona_neglecta"
"28","Clubiona reclusa","Clubiona reclusa","Araneae","5.75","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","reclusa","Clubiona_reclusa","other.animal","ectotherme","yes","Clubiona reclusa","Clubiona_reclusa"
"29","Clubiona stagnatilis","Clubiona stagnatilis","Araneae","6.25","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","stagnatilis","Clubiona_stagnatilis","other.animal","ectotherme","yes","Clubiona stagnatilis","Clubiona_stagnatilis"
"32","Lathys humilis","Lathys humilis","Araneae","2.2","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","Lathys","humilis","Lathys_humilis","other.animal","ectotherme","yes","Lathys humilis","Lathys_humilis"
"34","Micaria pulicaria","Micaria pulicaria","Araneae","3.55","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Micaria","pulicaria","Micaria_pulicaria","other.animal","ectotherme","yes","Micaria pulicaria","Micaria_pulicaria"
"35","Araeoncus humilis","Araeoncus humilis","Araneae","1.6","arthropodtraits","Body_Size","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Araeoncus","humilis","Araeoncus_humilis","other.animal","ectotherme","yes","Araeoncus humilis","Araeoncus_humilis"
