"SpeciesChecked","Taxa","LifeSpan","Database","Field","Unit","phylum","class","order","family","genus","species"
"Cygnus olor","Cygnus olor","29","SStorchova","Life.span","yrs","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus olor"
"Melanitta fusca","Melanitta fusca","21","SStorchova","Life.span","yrs","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta fusca"
"Mergus merganser","Mergus merganser","15","SStorchova","Life.span","yrs","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus merganser"
"Apus apus","Apus apus","21","SStorchova","Life.span","yrs","Chordata","Aves","Apodiformes","Apodidae","Apus","Apus apus"
"Columba oenas","Columba oenas","13","SStorchova","Life.span","yrs","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba oenas"
"Columba palumbus","Columba palumbus","18","SStorchova","Life.span","yrs","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba palumbus"
"Streptopelia decaocto","Streptopelia decaocto","18","SStorchova","Life.span","yrs","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia decaocto"
"Streptopelia turtur","Streptopelia turtur","13","SStorchova","Life.span","yrs","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia turtur"
"Alcedo atthis","Alcedo atthis","21","SStorchova","Life.span","yrs","Chordata","Aves","Coraciiformes","Alcedinidae","Alcedo","Alcedo atthis"
"Falco columbarius","Falco columbarius","13","SStorchova","Life.span","yrs","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco columbarius"
"Falco peregrinus","Falco peregrinus","17","SStorchova","Life.span","yrs","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus"
"Falco tinnunculus","Falco tinnunculus","20","SStorchova","Life.span","yrs","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco tinnunculus"
"Tetrastes bonasia","Bonasa bonasia","7","SStorchova","Life.span","yrs","Chordata","Aves","Galliformes","Phasianidae","Tetrastes","Tetrastes bonasia"
"Lagopus lagopus","Lagopus lagopus","8","SStorchova","Life.span","yrs","Chordata","Aves","Galliformes","Phasianidae","Lagopus","Lagopus lagopus"
"Meleagris gallopavo","Meleagris gallopavo","3","SStorchova","Life.span","yrs","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Meleagris gallopavo"
"Gavia immer","Gavia immer","8","SStorchova","Life.span","yrs","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer"
"Fulica atra","Fulica atra","21","SStorchova","Life.span","yrs","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica atra"
"Gallinula chloropus","Gallinula chloropus","19","SStorchova","Life.span","yrs","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula chloropus"
"Alca torda","Alca torda","42","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Alcidae","Alca","Alca torda"
"Uria aalge","Uria aalge","43","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Alcidae","Uria","Uria aalge"
"Hydroprogne caspia","Hydroprogne caspia","30","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia"
"Chlidonias niger","Chlidonias niger","21","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Chlidonias niger"
"Larus canus","Larus canus","34","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus canus"
"Larus fuscus","Larus fuscus","35","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus fuscus"
"Larus marinus","Larus marinus","29","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus marinus"
"Chroicocephalus ridibundus","Larus ridibundus","31","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus ridibundus"
"Rissa tridactyla","Rissa tridactyla","29","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Rissa","Rissa tridactyla"
"Sterna dougallii","Sterna dougallii","24","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna dougallii"
"Sterna paradisaea","Sterna paradisaea","31","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna paradisaea"
"Numenius phaeopus","Numenius phaeopus","16","SStorchova","Life.span","yrs","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus"
"Acrocephalus scirpaceus","Acrocephalus scirpaceus","14","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus scirpaceus"
"Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","12","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus schoenobaenus"
"Aegithalos caudatus","Aegithalos caudatus","11","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Aegithalidae","Aegithalos","Aegithalos caudatus"
"Alauda arvensis","Alauda arvensis","10","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Alaudidae","Alauda","Alauda arvensis"
"Cinclus cinclus","Cinclus cinclus","11","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Cinclidae","Cinclus","Cinclus cinclus"
"Corvus corax","Corvus corax","23","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax"
"Corvus corone","Corvus corone","19","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corone"
"Corvus frugilegus","Corvus frugilegus","23","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus frugilegus"
"Coloeus monedula","Corvus monedula","20","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Corvidae","Coloeus","Coloeus monedula"
"Garrulus glandarius","Garrulus glandarius","17","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Corvidae","Garrulus","Garrulus glandarius"
"Pica pica","Pica pica","22","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica pica"
"Emberiza citrinella","Emberiza citrinella","13","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Emberiza","Emberiza citrinella"
"Emberiza schoeniclus","Emberiza schoeniclus","12","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Emberiza","Emberiza schoeniclus"
"Acanthis flammea","Acanthis flammea","12","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Acanthis flammea"
"Carduelis carduelis","Carduelis carduelis","14","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","Carduelis carduelis"
"Fringilla coelebs","Fringilla coelebs","16","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Fringilla coelebs"
"Chloris chloris","Chloris chloris","14","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Chloris","Chloris chloris"
"Linaria cannabina","Linaria cannabina","9","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Linaria","Linaria cannabina"
"Pyrrhula pyrrhula","Pyrrhula pyrrhula","13","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula","Pyrrhula pyrrhula"
"Delichon urbicum","Delichon urbicum","15","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Delichon","Delichon urbicum"
"Hirundo rustica","Hirundo rustica","11","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica"
"Riparia riparia","Riparia riparia","10","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Riparia","Riparia riparia"
"Motacilla alba","Motacilla alba","14","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla alba"
"Motacilla cinerea","Motacilla cinerea","8","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla cinerea"
"Motacilla flava","Motacilla flava","9","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla flava"
"Erithacus rubecula","Erithacus rubecula","19","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Turdidae","Erithacus","Erithacus rubecula"
"Ficedula hypoleuca","Ficedula hypoleuca","11","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula hypoleuca"
"Muscicapa striata","Muscicapa striata","11","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Muscicapa","Muscicapa striata"
"Oenanthe oenanthe","Oenanthe oenanthe","10","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Oenanthe","Oenanthe oenanthe"
"Phoenicurus phoenicurus","Phoenicurus phoenicurus","10","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus phoenicurus"
"Cyanistes caeruleus","Cyanistes caeruleus","12","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes caeruleus"
"Parus major","Parus major","15","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Paridae","Parus","Parus major"
"Periparus ater","Periparus ater","10","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus ater"
"Poecile palustris","Poecile palustris","12","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile palustris"
"Passer domesticus","Passer domesticus","20","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus"
"Passer montanus","Passer montanus","13","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer montanus"
"Phylloscopus trochilus","Phylloscopus trochilus","11","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus trochilus"
"Prunella modularis","Prunella modularis","21","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Passeridae","Prunella","Prunella modularis"
"Sitta europaea","Sitta europaea","13","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta europaea"
"Sturnus vulgaris","Sturnus vulgaris","23","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris"
"Sylvia atricapilla","Sylvia atricapilla","14","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia atricapilla"
"Sylvia communis","Sylvia communis","9","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia communis"
"Troglodytes troglodytes","Troglodytes troglodytes","7","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Certhiidae","Troglodytes","Troglodytes troglodytes"
"Turdus merula","Turdus merula","22","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus merula"
"Turdus philomelos","Turdus philomelos","18","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus philomelos"
"Turdus viscivorus","Turdus viscivorus","21","SStorchova","Life.span","yrs","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus viscivorus"
"Ardea alba","Ardea alba","14","SStorchova","Life.span","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba"
"Ardea cinerea","Ardea cinerea","37","SStorchova","Life.span","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea cinerea"
"Nycticorax nycticorax","Nycticorax nycticorax","17","SStorchova","Life.span","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax"
"Plegadis falcinellus","Plegadis falcinellus","9","SStorchova","Life.span","yrs","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis falcinellus"
"Dendrocopos major","Dendrocopos major","13","SStorchova","Life.span","yrs","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos major"
"Picus viridis","Picus viridis","15","SStorchova","Life.span","yrs","Chordata","Aves","Piciformes","Picidae","Picus","Picus viridis"
"Aegolius funereus","Aegolius funereus","15","SStorchova","Life.span","yrs","Chordata","Aves","Strigiformes","Strigidae","Aegolius","Aegolius funereus"
"Asio otus","Asio otus","18","SStorchova","Life.span","yrs","Chordata","Aves","Strigiformes","Strigidae","Asio","Asio otus"
"Strix aluco","Strix aluco","22","SStorchova","Life.span","yrs","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix aluco"
"Strix nebulosa","Strix nebulosa","16","SStorchova","Life.span","yrs","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix nebulosa"
"Tyto alba","Tyto alba","18","SStorchova","Life.span","yrs","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba"
"Morus bassanus","Morus bassanus","37","SStorchova","Life.span","yrs","Chordata","Aves","Pelecaniformes","Sulidae","Morus","Morus bassanus"
"Bufo bufo","Bufo bufo","40","anAge","Maximum.longevity..yrs.","yrs","Chordata","Amphibia","Anura","Bufonidae","Bufo","bufo"
"Pelophylax lessonae","Pelophylax lessonae","6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Amphibia","Anura","Ranidae","Pelophylax","lessonae"
"Rana aurora","Rana aurora","15","anAge","Maximum.longevity..yrs.","yrs","Chordata","Amphibia","Anura","Ranidae","Rana","aurora"
"Pelophylax lessonae","Rana esculenta","12","anAge","Maximum.longevity..yrs.","yrs","Chordata","Amphibia","Anura","Ranidae","Rana","esculenta"
"Buteo swainsoni","Buteo swainsoni","24.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","swainsoni"
"Branta bernicla","Branta bernicla","28.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Anseriformes","Anatidae","Branta","bernicla"
"Bucephala albeola","Bucephala albeola","18.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Anseriformes","Anatidae","Bucephala","albeola"
"Chen caerulescens","Chen caerulescens","27.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Anseriformes","Anatidae","Chen","caerulescens"
"Somateria spectabilis","Somateria spectabilis","18.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Anseriformes","Anatidae","Somateria","spectabilis"
"Charadrius melodus","Charadrius melodus","14","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","melodus"
"Haematopus palliatus","Haematopus palliatus","17","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","palliatus"
"Larus glaucescens","Larus glaucescens","32","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Laridae","Larus","glaucescens"
"Leucophaeus atricilla","Leucophaeus atricilla","22","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Laridae","Leucophaeus","atricilla"
"Sterna forsteri","Sterna forsteri","15.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Laridae","Sterna","forsteri"
"Sternula antillarum","Sternula antillarum","24.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Laridae","Sternula","antillarum"
"Thalasseus maximus","Thalasseus maximus","28.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","maximus"
"Falcipennis canadensis","Falcipennis canadensis","13","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Galliformes","Phasianidae","Falcipennis","canadensis"
"Grus canadensis","Grus canadensis","36.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Gruiformes","Gruidae","Grus","canadensis"
"Sylvia curruca","Sylvia curruca","9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","curruca"
"Vireo atricapilla","Vireo atricapilla","12","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Vireonidae","Vireo","atricapilla"
"Bubo scandiacus","Bubo scandiacus","28","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Bubo","scandiacus"
"Phalacrocorax auritus","Phalacrocorax auritus","22.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","auritus"
"Phalacrocorax pelagicus","Phalacrocorax pelagicus","17.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","pelagicus"
"Mustelus canis","Mustelus canis","16","anAge","Maximum.longevity..yrs.","yrs","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","canis"
"Vulpes vulpes","Vulpes vulpes","21.3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Carnivora","Canidae","Vulpes","vulpes"
"Morone saxatilis","Morone saxatilis","30","anAge","Maximum.longevity..yrs.","yrs","Chordata",NA,"Perciformes","Moronidae","Morone","saxatilis"
